ID,YEAR,MONTH,CIRCUIT_NO,APP_CODE,REGION,VILLAGE,SUBDISTRICT,DISTRICT,PROVINCE,AP_NAME,IP_ADDRESS,UPLOAD,DOWNLOAD,NUM_USERS,NUM_DEVICES
1425,2563,ธันวาคม,2581d9013,SR720804,น.4,หมู่ 7 คลองควาย,คลองควาย,สามโคก,ปทุมธานี,BMA4-SR720804,172.19.86.122," 13,960.35 "," 279,410.47 ",1381,94
1426,2563,ธันวาคม,2531d9002,SR770286,น.4,หมู่ 11 คลอง11,บึงคอไห,ลำลูกกา,ปทุมธานี,BMA4-SR770286,172.19.86.178," 1,435.93 "," 34,263.00 ",125,12
1427,2563,ธันวาคม,2581d9016,SR768878,น.4,หมู่ 2 แกงร้อน,ท้ายเกาะ,สามโคก,ปทุมธานี,BMA4-SR768878,172.19.86.146, 520.97 ," 8,853.84 ",257,102
1428,2563,ธันวาคม,2581d9002,SR682201,น.4,หมู่ 1 ขนมเปียก,ท้ายเกาะ,สามโคก,ปทุมธานี,BMA4-SR682201,172.19.86.34," 12,618.58 "," 258,730.26 ",2413,124
1429,2563,ธันวาคม,2531d9009,SR771047,น.4,หมู่ 3 คลอง14,บึงคอไห,ลำลูกกา,ปทุมธานี,BMA4-SR771047,172.19.86.234," 25,116.54 "," 378,513.22 ",1618,176
1430,2563,ธันวาคม,2531d9010,SR771087,น.4,หมู่ 10 คลอง12,บึงคอไห,ลำลูกกา,ปทุมธานี,BMA4-SR771087,172.19.86.242," 14,025.79 "," 199,959.56 ",477,19
1431,2563,ธันวาคม,3268d9001,SR682352,ภ.1,หมู่ 8 หนองตลาด,กุยเหนือ,กุยบุรี,ประจวบคีรีขันธ์,PKN-SR682352,172.16.12.10," 14,066.87 "," 235,560.09 ",951,96
1432,2563,ธันวาคม,3268d9000,SR682351,ภ.1,หมู่ 2 หนองบัว,กุยเหนือ,กุยบุรี,ประจวบคีรีขันธ์,PKN-SR682351,172.16.12.2," 25,652.44 "," 317,370.15 ",2438,124
1433,2563,ธันวาคม,3268d9002,SR682355,ภ.1,หมู่ 11 แหลมสะแก,กุยเหนือ,กุยบุรี,ประจวบคีรีขันธ์,PKN-SR682355,172.16.12.18," 15,129.32 "," 252,480.05 ",1687,113
1434,2563,ธันวาคม,3268d9003,SR720941,ภ.1,หมู่ 4 โคกรัก,กุยเหนือ,กุยบุรี,ประจวบคีรีขันธ์,PKN-SR720941,172.16.12.34," 4,195.85 "," 88,076.05 ",442,68
1435,2563,ธันวาคม,3251d9001,SR682570,ภ.1,หมู่ 5 หนองคร้า,หินเหล็กไฟ,หัวหิน,ประจวบคีรีขันธ์,PKN-SR682570,172.16.15.170," 17,823.15 "," 307,000.35 ",1586,177
1436,2563,ธันวาคม,3251d9002,SR682574,ภ.1,หมู่ 11 ตอเกตุ,หินเหล็กไฟ,หัวหิน,ประจวบคีรีขันธ์,PKN-SR682574,172.16.15.178," 22,090.72 "," 287,588.15 ",2065,178
1437,2563,ธันวาคม,3269d9000,SR682406,ภ.1,หมู่ 2 ไทรคู่,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,PKN-SR682406,172.16.13.170, 201.13 ," 4,461.30 ",138,51
1438,2563,ธันวาคม,3269d9006,SR721025,ภ.1,หมู่ 2 โป่งโก,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,PKN-SR721025,172.16.13.234," 13,290.41 "," 310,353.13 ",1978,219
1439,2563,ธันวาคม,3269d9001,SR682408,ภ.1,หมู่ 10 ทุ่งเชือก,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,PKN-SR682408,172.16.13.178," 2,040.32 "," 50,807.06 ",411,87
1440,2563,ธันวาคม,3269d9003,SR682422,ภ.1,หมู่ 1 วังยาว,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,PKN-SR682422,172.16.13.250," 2,129.84 "," 35,595.48 ",1529,590
1441,2563,ธันวาคม,3269d9005,SR682431,ภ.1,หมู่ 7 ทุ่งลานควาย,แม่รำพึง,บางสะพาน,ประจวบคีรีขันธ์,PKN-SR682431,172.16.14.10, 727.43 ," 13,489.17 ",194,59
1442,2563,ธันวาคม,3269d9007,SR768539,ภ.1,หมู่ 2 ทุ่งมะนาว,แม่รำพึง,บางสะพาน,ประจวบคีรีขันธ์,PKN-SR768539,172.16.13.98," 6,983.86 "," 132,110.89 ",688,129
1443,2563,ธันวาคม,3269d9004,SR682429,ภ.1,หมู่ 3 อ่าวยาง,แม่รำพึง,บางสะพาน,ประจวบคีรีขันธ์,PKN-SR682429,172.16.14.2," 8,540.28 "," 147,109.16 ",1116,135
1444,2563,ธันวาคม,3251d9000,SR682569,ภ.1,หมู่ 3 หนองนกน้อย,หินเหล็กไฟ,หัวหิน,ประจวบคีรีขันธ์,PKN-SR682569,172.16.15.154," 38,412.93 "," 235,235.52 ",1250,201
1445,2563,ธันวาคม,3269d9002,SR682416,ภ.1,หมู่ 3 ดงไม้งาม,ชัยเกษม,บางสะพาน,ประจวบคีรีขันธ์,PKN-SR682416,172.16.13.186," 2,811.60 "," 62,455.96 ",368,83
1446,2563,ธันวาคม,3251d9003,SR721125,ภ.1,หมู่ 12 สามพันนาม,หินเหล็กไฟ,หัวหิน,ประจวบคีรีขันธ์,PKN-SR721125,172.16.15.130," 25,640.16 "," 344,272.27 ",1825,92
1447,2563,ธันวาคม,3721d9003,SR682777,ภ.5,หมู่ 7 คลองหอทอง,บางกระเบา,บ้านสร้าง,ปราจีนบุรี,PRI-SR682777,172.19.59.146," 17,357.54 "," 234,757.93 ",1253,302
1448,2563,ธันวาคม,3721d9008,SR682784,ภ.5,หมู่ 10 คลองหอทอง,บางเตย,บ้านสร้าง,ปราจีนบุรี,PRI-SR682784,172.19.59.170," 4,686.30 "," 38,280.80 ",415,60
1449,2563,ธันวาคม,3721d9029,SR721212,ภ.5,หมู่ 6 แหลมลิง,บางกระเบา,บ้านสร้าง,ปราจีนบุรี,PRI-SR721212,172.19.59.154," 3,213.53 "," 76,445.47 ",963,176
1450,2563,ธันวาคม,3721d9034,SR768543,ภ.5,หมู่ 5 ท้องคุ้ม,บางกระเบา,บ้านสร้าง,ปราจีนบุรี,PRI-SR768543,172.19.59.130, 770.15 ," 20,140.75 ",449,37
1451,2563,ธันวาคม,3721d9014,SR682797,ภ.5,หมู่ 11 สามพอก,บางแตน,บ้านสร้าง,ปราจีนบุรี,PRI-SR682797,172.19.59.218," 17,196.47 "," 344,300.50 ",1641,89
1452,2563,ธันวาคม,3721d9015,SR682798,ภ.5,หมู่ 12 คลองบางกระดาน,บางแตน,บ้านสร้าง,ปราจีนบุรี,PRI-SR682798,172.19.59.226," 21,179.88 "," 479,067.08 ",1844,109
1453,2563,ธันวาคม,3721d9040,SR772181,ภ.5,หมู่ 13 ลำตำโหนด,บางแตน,บ้านสร้าง,ปราจีนบุรี,PRI-SR772181,172.19.59.242," 1,291.97 "," 2,779.65 ",77,33
1454,2563,ธันวาคม,3721d9030,SR721213,ภ.5,หมู่ 1 บ้านแหลม,บางเตย,บ้านสร้าง,ปราจีนบุรี,PRI-SR721213,172.19.59.122," 5,461.76 "," 121,051.98 ",559,45
1455,2563,ธันวาคม,3721d9013,SR682796,ภ.5,หมู่ 10 แหลมทราย,บางแตน,บ้านสร้าง,ปราจีนบุรี,PRI-SR682796,172.19.59.234," 6,828.27 "," 132,770.52 ",808,62
1456,2563,ธันวาคม,3721d9005,SR682780,ภ.5,หมู่ 2 ย่านสมบูรณ์,บางเตย,บ้านสร้าง,ปราจีนบุรี,PRI-SR682780,172.19.59.162," 10,495.90 "," 231,011.95 ",996,137
1457,2563,ธันวาคม,3721d9006,SR682781,ภ.5,หมู่ 5 หัววน,บางเตย,บ้านสร้าง,ปราจีนบุรี,PRI-SR682781,172.19.59.178," 6,408.33 "," 133,581.57 ",517,20
1458,2563,ธันวาคม,3721d9007,SR682782,ภ.5,หมู่ 6 คลองโพธิ์,บางเตย,บ้านสร้าง,ปราจีนบุรี,PRI-SR682782,172.19.60.34," 2,719.03 "," 82,392.70 ",229,15
1459,2563,ธันวาคม,3721d9009,SR682785,ภ.5,หมู่ 1 แหลมวน,บางยาง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682785,172.19.59.186," 21,605.00 "," 294,172.98 ",610,24
1460,2563,ธันวาคม,3721d9010,SR682788,ภ.5,หมู่ 10 บางรุ่งโรจน์,บางยาง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682788,172.19.59.210," 37,080.26 "," 546,017.52 ",2379,82
1461,2563,ธันวาคม,3721d9011,SR682789,ภ.5,หมู่ 11 โพธิ์เย็น,บางยาง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682789,172.19.59.194," 7,382.74 "," 142,919.12 ",843,57
1462,2563,ธันวาคม,3721d9012,SR682790,ภ.5,หมู่ 13 คลองโพธิ์,บางยาง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682790,172.19.59.202," 5,437.15 "," 113,984.26 ",333,30
1463,2563,ธันวาคม,3721d9020,SR682810,ภ.5,หมู่ 3 หนองพรวน,บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,PRI-SR682810,172.19.60.98," 2,114.46 "," 32,244.13 ",380,17
1464,2563,ธันวาคม,3721d9021,SR682813,ภ.5,หมู่ 6 นิคมพัฒนา,บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,PRI-SR682813,172.19.60.50," 11,137.11 "," 223,992.09 ",1728,157
1465,2563,ธันวาคม,3721d9022,SR682814,ภ.5,หมู่ 7 ไผ่แถว,บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,PRI-SR682814,172.19.60.66," 11,436.50 "," 248,192.58 ",941,97
1466,2563,ธันวาคม,3721d9024,SR682823,ภ.5,หมู่ 6 ไม้สามเรือน,กระทุ่มแพ้ว,บ้านสร้าง,ปราจีนบุรี,PRI-SR682823,172.19.60.106," 1,856.46 "," 37,882.97 ",246,46
1467,2563,ธันวาคม,3721d9025,SR682824,ภ.5,หมู่ 7 ดอนตาหอม,กระทุ่มแพ้ว,บ้านสร้าง,ปราจีนบุรี,PRI-SR682824,172.19.60.114," 12,652.62 "," 276,358.83 ",684,48
1468,2563,ธันวาคม,3721d9039,SR771891,ภ.5,หมู่ 4 บางปลาร้า,บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,PRI-SR771891,172.19.60.74," 21,110.76 "," 422,972.13 ",2303,169
1469,2563,ธันวาคม,3721d9038,SR771819,ภ.5,หมู่ 2 วังขอน,บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,PRI-SR771819,172.19.60.90," 5,310.07 "," 99,549.64 ",692,39
1470,2563,ธันวาคม,3721d9037,SR771790,ภ.5,หมู่ 5 บางปลาร้า,บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,PRI-SR771790,172.19.60.82, 833.68 ," 11,809.79 ",246,82
1471,2563,ธันวาคม,3721d9036,SR771615,ภ.5,หมู่ 1 ต้นตระกรุ,บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,PRI-SR771615,172.19.62.234, 138.18 ," 2,888.91 ",68,31
1472,2563,ธันวาคม,3721d9033,SR721232,ภ.5,หมู่ 2 หนองบัว,บางขาม,บ้านสร้าง,ปราจีนบุรี,PRI-SR721232,172.19.60.58," 18,372.62 "," 376,416.84 ",1928,90
1473,2563,ธันวาคม,3721d9032,SR721231,ภ.5,หมู่ 10 วังหัวคู้,บางพลวง,บ้านสร้าง,ปราจีนบุรี,PRI-SR721231,172.19.60.26, 647.37 ," 17,622.23 ",149,20
1474,2563,ธันวาคม,3721d9023,SR682815,ภ.5,หมู่ 8 คลองโพธิ์,บางปลาร้า,บ้านสร้าง,ปราจีนบุรี,PRI-SR682815,172.19.60.42," 1,623.44 "," 30,401.75 ",323,106
1475,2563,ธันวาคม,3721d9031,SR721216,ภ.5,หมู่ 8 คลองเฆ่,บางเตย,บ้านสร้าง,ปราจีนบุรี,PRI-SR721216,172.19.59.250," 9,236.67 "," 224,285.85 ",929,58
1476,2563,ธันวาคม,3721d9035,SR769070,ภ.5,หมู่ 1 ท่าข้าม,กระทุ่มแพ้ว,บ้านสร้าง,ปราจีนบุรี,PRI-SR769070,172.19.59.138," 1,950.40 "," 16,786.55 ",344,74
1477,2563,ธันวาคม,3721d9026,SR682927,ภ.5,หมู่ 9 คลองสารภี,วัดโบสถ์,เมืองปราจีนบุรี,ปราจีนบุรี,PRI-SR682927,172.19.62.26," 5,906.61 "," 42,947.69 ",303,34
1478,2563,ธันวาคม,3721d9028,SR682929,ภ.5,หมู่ 11 ท่าไผ่ป่า,วัดโบสถ์,เมืองปราจีนบุรี,ปราจีนบุรี,PRI-SR682929,172.19.60.154," 22,030.43 "," 316,937.86 ",1250,115
1479,2563,ธันวาคม,3721d9019,SR682807,ภ.5,หมู่ 11 คลองสารภี,บางพลวง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682807,172.19.60.146," 6,226.19 "," 98,726.74 ",537,42
1480,2563,ธันวาคม,3721d9016,SR682800,ภ.5,หมู่ 2 ท่ากระเบา,บางพลวง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682800,172.19.60.138," 6,857.30 "," 136,717.29 ",872,151
1481,2563,ธันวาคม,3721d9017,SR682801,ภ.5,หมู่ 3 หัวไผ่,บางพลวง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682801,172.19.60.130," 8,031.56 "," 168,697.26 ",619,153
1482,2563,ธันวาคม,3721d9027,SR682928,ภ.5,หมู่ 10 สันทรีย์,วัดโบสถ์,เมืองปราจีนบุรี,ปราจีนบุรี,PRI-SR682928,172.19.60.162," 21,255.18 "," 179,333.13 ",639,91
1483,2563,ธันวาคม,3721d9018,SR682803,ภ.5,หมู่ 5 หัวไผ่,บางพลวง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682803,172.19.60.122," 35,076.11 "," 726,133.92 ",2252,104
1484,2563,ธันวาคม,3721d9000,SR682772,ภ.5,หมู่ 9 ปากคลองสอง,บ้านสร้าง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682772,172.19.60.2," 8,170.69 "," 152,548.82 ",573,40
1485,2563,ธันวาคม,3721d9001,SR682773,ภ.5,หมู่ 10 ท่ากระทุ่ม,บ้านสร้าง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682773,172.19.60.10, 907.05 ," 17,133.49 ",548,113
1486,2563,ธันวาคม,3721d9004,SR682778,ภ.5,หมู่ 8 บางหอย,บางกระเบา,บ้านสร้าง,ปราจีนบุรี,PRI-SR682778,172.19.60.18," 28,777.47 "," 415,428.39 ",1546,78
1487,2563,ธันวาคม,3721d9002,SR682774,ภ.5,หมู่ 11 วังหัวคู้,บ้านสร้าง,บ้านสร้าง,ปราจีนบุรี,PRI-SR682774,172.19.62.82," 2,790.64 "," 74,273.41 ",270,37
1488,2563,ธันวาคม,7343d9000,SR683079,ภ.4,หมู่ 4 คลองช้าง,นาเกตุ,โคกโพธิ์,ปัตตานี,PTN-SR683079,172.18.225.178," 28,552.31 "," 650,744.31 ",2094,205
1489,2563,ธันวาคม,7341d9002,SR683313,ภ.4,หมู่ 6 นาหอม,จะรัง,ยะหริ่ง,ปัตตานี,PTN-SR683313,172.18.222.210," 18,532.14 "," 254,563.36 ",1033,82
1490,2563,ธันวาคม,7341d9004,SR769004,ภ.4,หมู่ 2 ท่าชะเมาะ,บ้านกลาง,ปะนาเระ,ปัตตานี,PTN-SR769004,172.18.222.186," 48,645.35 "," 914,379.23 ",3375,147
1491,2563,ธันวาคม,7333d9010,SR768059,ภ.4,หมู่ 5 ปอซัน,ปิตูมุดี,ยะรัง,ปัตตานี,PTN-SR768059,172.18.220.106," 33,645.00 "," 721,222.03 ",4160,367
1492,2563,ธันวาคม,7343d9001,SR683084,ภ.4,หมู่ 4 หนองครก,ควนโนรี,โคกโพธิ์,ปัตตานี,PTN-SR683084,172.18.225.146," 11,942.47 "," 228,164.60 ",1057,97
1493,2563,ธันวาคม,7343d9005,SR683398,ภ.4,หมู่ 8 บาโงแนแต,คอลอตันหยง,หนองจิก,ปัตตานี,PTN-SR683398,172.18.225.90," 43,742.25 "," 852,359.35 ",3249,213
1494,2563,ธันวาคม,7343d9002,SR683085,ภ.4,หมู่ 5 ตุปะ,ควนโนรี,โคกโพธิ์,ปัตตานี,PTN-SR683085,172.18.225.154," 15,576.99 "," 300,862.40 ",1434,146
1495,2563,ธันวาคม,7343d9012,SR721626,ภ.4,หมู่ 4 บ้านใหม่,ยาบี,หนองจิก,ปัตตานี,PTN-SR721626,172.18.226.210," 33,840.50 "," 672,918.20 ",2913,312
1496,2563,ธันวาคม,7333d9007,SR721554,ภ.4,หมู่ 5 โฉลง,คลองใหม่,ยะรัง,ปัตตานี,PTN-SR721554,172.18.221.42," 60,698.49 "," 867,569.48 ",2505,151
1497,2563,ธันวาคม,7343d9003,SR683086,ภ.4,หมู่ 6 คลองกลาง,ควนโนรี,โคกโพธิ์,ปัตตานี,PTN-SR683086,172.18.225.162, 912.27 ," 22,982.26 ",585,111
1498,2563,ธันวาคม,7333d9003,SR683275,ภ.4,หมู่ 3 มาปะ,ระแว้ง,ยะรัง,ปัตตานี,PTN-SR683275,172.18.220.10," 36,017.87 "," 807,195.34 ",2304,138
1499,2563,ธันวาคม,7333d9000,SR683264,ภ.4,หมู่ 6 โคกหญ้าคา,คลองใหม่,ยะรัง,ปัตตานี,PTN-SR683264,172.18.221.226," 21,332.02 "," 390,361.53 ",1467,152
1500,2563,ธันวาคม,7333d9002,SR683274,ภ.4,หมู่ 2 จือโระ,ระแว้ง,ยะรัง,ปัตตานี,PTN-SR683274,172.18.220.2," 46,990.95 "," 1,039,896.61 ",2775,151
1501,2563,ธันวาคม,7333d9004,SR683377,ภ.4,หมู่ 1 ยาบีใต้,ยาบี,หนองจิก,ปัตตานี,PTN-SR683377,172.18.220.42," 54,220.03 "," 968,318.71 ",3320,186
1502,2563,ธันวาคม,7333d9005,SR683379,ภ.4,หมู่ 3 ยาบีเหนือ,ยาบี,หนองจิก,ปัตตานี,PTN-SR683379,172.18.220.18," 5,772.98 "," 158,968.83 ",668,70
1503,2563,ธันวาคม,7333d9008,SR721558,ภ.4,หมู่ 9 บือแน,ประจัน,ยะรัง,ปัตตานี,PTN-SR721558,172.18.220.34," 48,480.95 "," 935,279.53 ",4680,206
1504,2563,ธันวาคม,7333d9001,SR683273,ภ.4,หมู่ 1 ปูลา,ระแว้ง,ยะรัง,ปัตตานี,PTN-SR683273,172.18.220.50," 40,791.06 "," 852,986.46 ",2458,143
1505,2563,ธันวาคม,7333d9009,SR721567,ภ.4,หมู่ 4 จาแบปะ,ระแว้ง,ยะรัง,ปัตตานี,PTN-SR721567,172.18.220.234," 23,823.52 "," 565,963.92 ",2416,373
1506,2563,ธันวาคม,7343d9004,SR683397,ภ.4,หมู่ 7 แม่โอน,คอลอตันหยง,หนองจิก,ปัตตานี,PTN-SR683397,172.18.225.82," 51,143.85 "," 1,064,876.76 ",3256,275
1507,2563,ธันวาคม,7333d9006,SR683381,ภ.4,หมู่ 6 หนองปู,ยาบี,หนองจิก,ปัตตานี,PTN-SR683381,172.18.220.26," 56,704.18 "," 1,048,365.61 ",4124,306
1508,2563,ธันวาคม,7343d9006,SR683399,ภ.4,หมู่ 1 บางไร่,บางเขา,หนองจิก,ปัตตานี,PTN-SR683399,172.18.225.114," 16,611.52 "," 430,862.59 ",1152,103
1509,2563,ธันวาคม,7341d9000,SR683181,ภ.4,หมู่ 2 กูแบซาแม,ถนน,มายอ,ปัตตานี,PTN-SR683181,172.18.222.242," 42,854.68 "," 827,873.26 ",2148,191
1510,2563,ธันวาคม,7341d9001,SR683182,ภ.4,หมู่ 4 ถนนตก,ถนน,มายอ,ปัตตานี,PTN-SR683182,172.18.222.250," 45,862.99 "," 843,877.19 ",3031,179
1511,2563,ธันวาคม,7343d9008,SR683402,ภ.4,หมู่ 5 ดอนนา,บางเขา,หนองจิก,ปัตตานี,PTN-SR683402,172.18.225.130," 27,855.32 "," 495,764.76 ",2598,127
1512,2563,ธันวาคม,7341d9003,SR721448,ภ.4,หมู่ 1 ลางสาด,กระเสาะ,มายอ,ปัตตานี,PTN-SR721448,172.18.224.90," 54,478.20 "," 1,168,359.18 ",3188,90
1513,2563,ธันวาคม,7343d9007,SR683400,ภ.4,หมู่ 3 บางทัน,บางเขา,หนองจิก,ปัตตานี,PTN-SR683400,172.18.225.122," 40,301.53 "," 840,737.11 ",4304,366
1514,2563,ธันวาคม,7343d9009,SR683403,ภ.4,หมู่ 6 สายหมอ,บางเขา,หนองจิก,ปัตตานี,PTN-SR683403,172.18.225.138," 101,051.65 "," 1,416,754.50 ",5803,240
1515,2563,ธันวาคม,7343d9010,SR683404,ภ.4,หมู่ 7 แคนา,บางเขา,หนองจิก,ปัตตานี,PTN-SR683404,172.18.225.106," 14,678.37 "," 342,723.47 ",1086,94
1516,2563,ธันวาคม,7343d9011,SR683407,ภ.4,หมู่ 4 ตันหยงเปาว์,ท่ากำชำ,หนองจิก,ปัตตานี,PTN-SR683407,172.18.225.74," 27,061.76 "," 432,572.98 ",1768,168
1517,2563,ธันวาคม,3532d9000,SR683570,ภ.1,หมู่ 1 ทางหลวง,ไทรน้อย,บางบาล,พระนครศรีอยุธยา,AYA-SR683570,172.16.19.234," 3,043.50 "," 80,394.32 ",418,46
1518,2563,ธันวาคม,3532d9013,SR721899,ภ.1,หมู่ 2 กุ่ม,ไทรน้อย,บางบาล,พระนครศรีอยุธยา,AYA-SR721899,172.16.19.242," 3,795.44 "," 119,099.05 ",986,38
1519,2563,ธันวาคม,3532d9014,SR721900,ภ.1,หมู่ 3 กุ่ม,ไทรน้อย,บางบาล,พระนครศรีอยุธยา,AYA-SR721900,172.16.19.226," 2,672.70 "," 47,167.04 ",301,68
1520,2563,ธันวาคม,3532d9001,SR683572,ภ.1,หมู่ 7 ผีมด,ไทรน้อย,บางบาล,พระนครศรีอยุธยา,AYA-SR683572,172.16.19.210, 712.08 ," 11,291.65 ",236,41
1521,2563,ธันวาคม,3532d9015,SR721902,ภ.1,หมู่ 6 มอญ,ไทรน้อย,บางบาล,พระนครศรีอยุธยา,AYA-SR721902,172.16.19.218," 1,092.64 "," 25,816.53 ",189,46
1522,2563,ธันวาคม,3532d9004,SR683581,ภ.1,หมู่ 2 หาดทราย,บ้านคลัง,บางบาล,พระนครศรีอยุธยา,AYA-SR683581,172.16.19.178," 3,543.27 "," 69,004.81 ",505,43
1523,2563,ธันวาคม,3532d9018,SR722202,ภ.1,หมู่ 1 โรง,วัดตูม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,AYA-SR722202,172.16.19.90," 3,118.30 "," 39,735.93 ",928,158
1524,2563,ธันวาคม,3532d9024,SR769369,ภ.1,หมู่ 5 ป่า,วัดตูม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,AYA-SR769369,172.16.19.138," 6,070.34 "," 108,901.96 ",663,88
1525,2563,ธันวาคม,3535d9012,SR721974,ภ.1,หมู่ 1 แมน,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,AYA-SR721974,172.16.17.98," 2,983.35 "," 45,809.59 ",784,116
1526,2563,ธันวาคม,3535d9004,SR683603,ภ.1,หมู่ 8 นนทรีย์,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,AYA-SR683603,172.16.17.34," 16,461.49 "," 302,188.00 ",1330,136
1527,2563,ธันวาคม,3526d9000,SR683622,ภ.1,หมู่ 5 ลาดระโหง,วัดยม,บางปะอิน,พระนครศรีอยุธยา,AYA-SR683622,172.16.18.146," 4,793.01 "," 88,343.01 ",629,85
1528,2563,ธันวาคม,3532d9021,SR722273,ภ.1,หมู่ 10 บ้านทุ่งปากกราน,ปากกราน,พระนครศรีอยุธยา,พระนครศรีอยุธยา,AYA-SR722273,172.16.19.114," 8,580.02 "," 134,142.00 ",747,132
1529,2563,ธันวาคม,3532d9003,SR683580,ภ.1,หมู่ 1 หาดทราย,บ้านคลัง,บางบาล,พระนครศรีอยุธยา,AYA-SR683580,172.16.19.170," 31,222.65 "," 412,067.26 ",3618,207
1530,2563,ธันวาคม,3532d9005,SR683582,ภ.1,หมู่ 3 คลองวัว,บ้านคลัง,บางบาล,พระนครศรีอยุธยา,AYA-SR683582,172.16.19.186," 10,001.41 "," 245,699.28 ",583,63
1531,2563,ธันวาคม,3535d9009,SR721730,ภ.1,หมู่ 1 เกาะ,บ่อโพง,นครหลวง,พระนครศรีอยุธยา,AYA-SR721730,172.16.17.74," 22,293.43 "," 280,341.13 ",2155,204
1532,2563,ธันวาคม,3535d9005,SR683604,ภ.1,หมู่ 9 นนทรีย์,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,AYA-SR683604,172.16.17.42," 12,562.11 "," 243,795.75 ",1556,108
1533,2563,ธันวาคม,3535d9003,SR683602,ภ.1,หมู่ 7 นนทรีย์,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,AYA-SR683602,172.16.17.26, 482.55 ," 7,141.71 ",517,92
1534,2563,ธันวาคม,3535d9006,SR683605,ภ.1,หมู่ 10 นนทรีย์,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,AYA-SR683605,172.16.17.50," 2,960.36 "," 37,216.10 ",1039,175
1535,2563,ธันวาคม,3532d9017,SR721922,ภ.1,หมู่ 9 ท้องคุ้ง,กบเจา,บางบาล,พระนครศรีอยุธยา,AYA-SR721922,172.16.19.194," 15,550.78 "," 180,360.48 ",859,65
1536,2563,ธันวาคม,3526d9002,SR683672,ภ.1,หมู่ 3 บ้านแขก,บางประแดง,บางปะอิน,พระนครศรีอยุธยา,AYA-SR683672,172.16.18.162," 33,488.86 "," 572,513.37 ",5613,158
1537,2563,ธันวาคม,3526d9003,SR683673,ภ.1,หมู่ 4 บ้านแขก,บางประแดง,บางปะอิน,พระนครศรีอยุธยา,AYA-SR683673,172.16.18.154," 12,244.49 "," 197,265.86 ",1438,101
1538,2563,ธันวาคม,3535d9002,SR683601,ภ.1,หมู่ 6 นนทรีย์,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,AYA-SR683601,172.16.17.18," 13,048.86 "," 142,476.43 ",1882,207
1539,2563,ธันวาคม,3532d9016,SR721916,ภ.1,หมู่ 1 ขวาง,กบเจา,บางบาล,พระนครศรีอยุธยา,AYA-SR721916,172.16.19.202," 8,875.72 "," 208,558.18 ",896,64
1540,2563,ธันวาคม,3532d9011,SR721871,ภ.1,หมู่ 3 บางหลวงเอียง,บางหลวง,บางบาล,พระนครศรีอยุธยา,AYA-SR721871,172.16.19.250," 6,054.18 "," 151,481.22 ",863,93
1541,2563,ธันวาคม,3532d9009,SR721869,ภ.1,หมู่ 1 บางหลวงเอียง,บางหลวง,บางบาล,พระนครศรีอยุธยา,AYA-SR721869,172.16.20.26," 4,315.89 "," 104,173.46 ",611,90
1542,2563,ธันวาคม,3526d9004,SR683674,ภ.1,หมู่ 8 หัวเมฆ,บางประแดง,บางปะอิน,พระนครศรีอยุธยา,AYA-SR683674,172.16.18.170," 10,817.38 "," 209,560.11 ",1562,69
1543,2563,ธันวาคม,3535d9007,SR683606,ภ.1,หมู่ 11 นนทรีย์,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,AYA-SR683606,172.16.17.58," 4,053.08 "," 90,605.25 ",705,50
1544,2563,ธันวาคม,3532d9010,SR721870,ภ.1,หมู่ 2 บางหลวงเอียง,บางหลวง,บางบาล,พระนครศรีอยุธยา,AYA-SR721870,172.16.20.34," 8,736.73 "," 97,628.30 ",659,77
1545,2563,ธันวาคม,3532d9027,SR770562,ภ.1,หมู่ 11 โรงช้าง,บ้านป้อม,พระนครศรีอยุธยา,พระนครศรีอยุธยา,AYA-SR770562,172.16.19.146," 4,307.50 "," 73,034.62 ",705,83
